ParameterName|ManagedAreaName|Year|CommonIdentifier|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation|ProgramIDs
Braun Blanquet Score|Biscayne Bay|2006|Hydroid|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Hypnea|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Hypoglossum|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|4272|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Jania spp.|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Laurencia spp.|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Neophocaena|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|4272|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Octocoral|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Other|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Padina gymnospora|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Penicillus sp.|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Penicillus spp.|2006-05-21T00:00:00Z|2006-05-25T00:00:00Z|1328|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2006|Polysiphonia sp.|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Pterocladiella sanctarum|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Red other|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|3724|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2006|Redother|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|4272|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Rhipocephalus|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|4272|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Rhipocephalus spp.|2006-05-21T00:00:00Z|2006-05-25T00:00:00Z|1328|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2006|Ruppia maritima|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|8256|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2006|Sargassum sp.|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Sargassum spp.|2006-05-21T00:00:00Z|2006-05-25T00:00:00Z|1328|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2006|Spermothamnion|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|4272|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Sponge|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Spyridia filamentosa|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Stony_coral|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Syringodium filiforme|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|7708|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2006|Thalassia testudinum|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|7708|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2006|Total Green Algae|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Total seagrass|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Total_macroalgae|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Total_SAV|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Turbinaria turbinata|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Udotea|2006-05-21T00:00:00Z|2006-05-25T00:00:00Z|1328|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2006|Udotea spp.|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Ulva sp.|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|9612|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Valonia|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|1068|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2006|Wrightiella|2006-04-30T00:00:00Z|2006-10-31T00:00:00Z|4272|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Acanthophora muscoides|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Acetabularia sp.|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Acetabularia spp.|2007-05-18T00:00:00Z|2007-06-06T00:00:00Z|1280|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2007|Agardhiella ramosissima|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Amphiroa spp.|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Anadyomene spp.|2007-05-18T00:00:00Z|2007-06-06T00:00:00Z|1280|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2007|Anadyomene stellata|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Anemones|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Avrainvillea levis|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Batophora oerstedii|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Batophora spp.|2007-05-18T00:00:00Z|2007-06-06T00:00:00Z|1280|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2007|Brown algae|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Brown Algae group|2007-05-18T00:00:00Z|2007-06-06T00:00:00Z|1280|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2007|Brownother|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|8496|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Bryopsis|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|8496|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Calcareous green algae|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Calcareousgreenother|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|8496|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Caulerpa spp.|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|3404|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2007|Centroceras sp.|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Ceramium|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Chaetomorpha linum|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Champia parvula|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Chara spp.|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|3404|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2007|Chondria capillaris|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Cladocephalus|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|8496|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Cladophora|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Crustose coralline algae|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Dasya sp.|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Dasycladus|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Derbesia|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Dictyosphaeria|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Dictyota spp.|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Drift algae|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|3404|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2007|Ernodesmis sp.|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Gracilaria sp.|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Grateloupia|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Green calcareous algae|2007-05-18T00:00:00Z|2007-06-06T00:00:00Z|1180|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2007|Green other|2007-05-18T00:00:00Z|2007-06-06T00:00:00Z|1280|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2007|Greenother|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|8496|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Griffithsia|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Halimeda spp.|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|3404|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2007|Halodule wrightii|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|5964|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2007|Halophila decipiens|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|3404|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2007|Halophila engelmannii|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|3404|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2007|Halophila johnsonii|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Halophila sp.|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Hydroid|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Hypnea|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Hypoglossum|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|8496|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Jania spp.|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Laurencia spp.|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Neophocaena|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|8496|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Octocoral|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Other|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Padina gymnospora|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Penicillus sp.|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Penicillus spp.|2007-05-18T00:00:00Z|2007-06-06T00:00:00Z|1280|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2007|Polysiphonia sp.|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Pterocladiella sanctarum|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Red other|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|4684|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2007|Redother|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|8496|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Rhipocephalus|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|8496|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Rhipocephalus spp.|2007-05-18T00:00:00Z|2007-06-06T00:00:00Z|1280|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2007|Ruppia maritima|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|12336|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2007|Sargassum sp.|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Sargassum spp.|2007-05-18T00:00:00Z|2007-06-06T00:00:00Z|1280|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2007|Spermothamnion|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|8496|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Sponge|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Spyridia filamentosa|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Stony_coral|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Syringodium filiforme|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|8524|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2007|Thalassia testudinum|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|8524|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2007|Total Green Algae|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Total seagrass|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|3404|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2007|Total_macroalgae|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|3294|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2007|Total_SAV|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Turbinaria turbinata|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Udotea|2007-05-18T00:00:00Z|2007-06-06T00:00:00Z|1280|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2007|Udotea spp.|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Ulva sp.|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|19116|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Valonia|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|2124|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2007|Wrightiella|2007-04-30T00:00:00Z|2007-10-31T00:00:00Z|8496|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Acanthophora muscoides|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Acetabularia sp.|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Acetabularia spp.|2008-05-05T00:00:00Z|2008-05-16T00:00:00Z|464|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2008|Agardhiella ramosissima|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Amphiroa spp.|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Anadyomene spp.|2008-05-05T00:00:00Z|2008-05-16T00:00:00Z|464|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2008|Anadyomene stellata|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Anemones|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Avrainvillea levis|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Batophora oerstedii|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Batophora spp.|2008-05-05T00:00:00Z|2008-05-16T00:00:00Z|464|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2008|Brown algae|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2648|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2008|Brownother|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|8736|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Bryopsis|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|8736|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Calcareous green algae|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Calcareousgreenother|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|8736|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Caulerpa spp.|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2648|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2008|Centroceras sp.|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Ceramium|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Chaetomorpha linum|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Champia parvula|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Chara spp.|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2648|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2008|Chondria capillaris|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Cladocephalus|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|8736|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Cladophora|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Crustose coralline algae|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Dasya sp.|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Dasycladus|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Derbesia|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Dictyosphaeria|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Dictyota spp.|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Drift algae|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2648|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2008|Ernodesmis sp.|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Gracilaria sp.|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Grateloupia|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Green calcareous algae|2008-05-05T00:00:00Z|2008-05-16T00:00:00Z|460|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2008|Green other|2008-05-05T00:00:00Z|2008-05-16T00:00:00Z|464|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2008|Greenother|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|8736|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Griffithsia|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Halimeda spp.|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2648|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2008|Halodule wrightii|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|3576|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2008|Halophila decipiens|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2648|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2008|Halophila engelmannii|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2648|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2008|Halophila johnsonii|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Halophila sp.|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Hydroid|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Hypnea|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Hypoglossum|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|8736|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Jania spp.|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Laurencia spp.|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Neophocaena|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|8736|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Octocoral|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Other|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Padina gymnospora|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Penicillus sp.|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Penicillus spp.|2008-05-05T00:00:00Z|2008-05-16T00:00:00Z|464|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2008|Polysiphonia sp.|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Pterocladiella sanctarum|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Red other|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|4040|0|0|0|0|0|965, 4049
Braun Blanquet Score|Biscayne Bay|2008|Redother|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|8736|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Rhipocephalus|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|8736|0|0|0|0|0|965
Braun Blanquet Score|Biscayne Bay|2008|Rhipocephalus spp.|2008-05-05T00:00:00Z|2008-05-16T00:00:00Z|464|0|0|0|0|0|4049
Braun Blanquet Score|Biscayne Bay|2008|Ruppia maritima|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|10128|0|0|0|0|0|965, 4049
